Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
17-May-13,950.00,955.00,921.15,927.85,408838,381557581.3
20-May-13,931.70,936.00,918.00,922.10,423658,392383227.3
21-May-13,925.10,934.90,895.05,909.85,1362543,1241429147
22-May-13,962.00,979.45,933.30,943.30,2667530,2565190675
23-May-13,946.95,960.80,937.70,952.50,636970,605500186.3
24-May-13,958.70,964.85,945.35,951.45,223326,212891973.1
27-May-13,951.00,959.15,945.00,953.65,218021,208018775.2
28-May-13,957.00,987.00,952.15,983.60,598125,581095080.9
29-May-13,987.00,997.50,972.30,983.35,347595,343107501.1
30-May-13,977.00,994.00,974.10,978.80,393538,386569818
31-May-13,979.00,987.00,961.10,967.50,119522,116457635
03-Jun-13,962.50,975.00,925.25,940.25,284427,267593858.8
04-Jun-13,941.00,950.00,940.00,942.50,519159,489664077.1
05-Jun-13,938.50,949.50,912.10,917.60,580704,539076739.6
06-Jun-13,911.00,942.90,909.10,925.00,551277,512512647.1
07-Jun-13,930.50,951.45,929.00,936.95,421210,395923859.7
10-Jun-13,948.90,950.00,933.10,940.35,499458,469926610
11-Jun-13,939.00,977.70,923.50,968.00,918449,879074766.9
12-Jun-13,977.80,992.00,963.00,978.80,807573,790565800.4
13-Jun-13,970.95,977.00,951.25,971.65,400881,388126914.8
14-Jun-13,981.05,989.00,962.20,965.75,350675,341768823
17-Jun-13,965.50,974.65,951.00,971.40,175269,169741110.5
18-Jun-13,967.00,984.70,967.00,977.85,228613,223895241.5
19-Jun-13,978.00,1021.70,975.95,1012.30,667569,669744809.8
20-Jun-13,1013.00,1027.45,980.60,984.35,797299,805320877
21-Jun-13,984.10,1009.90,981.10,995.50,687497,687139611
24-Jun-13,984.00,1013.45,984.00,1002.00,930829,932607743
25-Jun-13,1013.95,1024.40,1003.25,1009.85,874936,885775919.3
26-Jun-13,1015.00,1048.90,1015.00,1038.80,1065516,1104843192
27-Jun-13,1051.95,1098.00,1040.25,1080.80,1221152,1313480453
28-Jun-13,1095.00,1095.00,1050.10,1059.80,592159,629744402.6
01-Jul-13,1056.00,1069.40,1025.50,1034.45,627810,655026075.8
02-Jul-13,1039.00,1042.25,976.30,1002.20,1510283,1506599070
03-Jul-13,1008.55,1027.00,965.00,999.10,1865395,1867906170
04-Jul-13,1026.00,1037.00,1011.90,1031.45,1023392,1049887564
05-Jul-13,1057.50,1057.50,1031.80,1038.65,672025,698735690.7
08-Jul-13,1032.00,1050.75,1016.00,1045.70,361379,376771101.4
09-Jul-13,1048.00,1058.00,1035.65,1042.70,358296,375419456.9
10-Jul-13,1046.00,1091.50,1042.70,1079.25,905634,969650664.1
11-Jul-13,1086.00,1088.25,1055.15,1066.45,829693,888616462.3
12-Jul-13,1075.00,1127.85,1072.00,1121.90,3390810,3732644477
15-Jul-13,1122.10,1132.25,1101.95,1111.90,1072107,1198395529
16-Jul-13,1092.00,1109.90,1082.00,1092.40,585032,638953251.3
17-Jul-13,1090.00,1129.90,1082.35,1094.40,975948,1083690012
18-Jul-13,1103.70,1116.30,1082.15,1091.30,908625,993376817.1
19-Jul-13,1113.50,1141.45,1102.80,1132.30,1874051,2110983593
22-Jul-13,1132.00,1184.65,1130.00,1171.70,1691078,1975777500
23-Jul-13,1180.00,1194.00,1160.50,1179.15,1410195,1665215269
24-Jul-13,1173.95,1221.50,1170.05,1207.65,1592852,1920233964
25-Jul-13,1203.15,1219.00,1169.30,1179.70,2462900,2925364129
26-Jul-13,1182.80,1225.60,1181.00,1217.75,1067937,1294601866
29-Jul-13,1208.25,1251.00,1208.25,1248.60,885510,1099063119
30-Jul-13,1252.00,1262.00,1216.85,1232.25,1232350,1537102338
31-Jul-13,1235.00,1254.70,1224.00,1246.30,843098,1048291707
01-Aug-13,1248.60,1260.80,1230.80,1251.60,706940,881337149.3
02-Aug-13,1256.50,1275.00,1200.50,1233.20,1106512,1379954150
05-Aug-13,1231.00,1277.00,1228.80,1263.80,792481,1000607205
06-Aug-13,1264.00,1265.20,1230.05,1233.40,927666,1151660007
07-Aug-13,1234.00,1259.95,1210.30,1229.40,1100030,1367528629
08-Aug-13,1229.00,1255.00,1219.80,1244.65,1157416,1429345122
12-Aug-13,1250.00,1292.00,1241.20,1266.50,1853564,2342410718
13-Aug-13,1280.70,1338.50,1278.20,1331.05,1620777,2135626977
