Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
14-Jun-18,1253.00,1253.00,1234.10,1239.70,3799424,4721843711
15-Jun-18,1237.00,1291.50,1235.00,1281.25,9978880,12644285284
18-Jun-18,1284.00,1291.25,1262.35,1267.40,4107423,5229499471
19-Jun-18,1263.00,1263.40,1238.05,1241.60,3772850,4694786854
20-Jun-18,1248.50,1252.35,1238.00,1243.15,2685901,3344140004
21-Jun-18,1245.95,1256.50,1236.00,1246.55,2899395,3617383651
22-Jun-18,1243.00,1255.50,1241.20,1247.85,2171559,2714312670
25-Jun-18,1257.15,1278.80,1254.00,1272.45,3865589,4913363830
26-Jun-18,1269.00,1283.90,1266.25,1277.85,2241752,2863258907
27-Jun-18,1283.95,1293.45,1265.60,1270.00,3476071,4456049393
28-Jun-18,1276.30,1298.00,1276.25,1289.60,5498409,7093380059
29-Jun-18,1298.05,1315.00,1283.25,1307.20,4983300,6469891050
02-Jul-18,1314.00,1340.00,1314.00,1334.70,2415072,3200195814
03-Jul-18,1331.90,1357.90,1331.75,1353.75,4063726,5474101849
04-Jul-18,1352.05,1352.65,1338.85,1345.20,2512861,3381023805
05-Jul-18,1347.10,1347.25,1268.10,1284.00,8509951,10982144289
06-Jul-18,1290.25,1301.85,1269.00,1284.25,5607678,7183683022
09-Jul-18,1297.00,1303.00,1279.05,1298.85,3322499,4299340435
10-Jul-18,1308.50,1315.45,1294.30,1301.40,2987244,3898613178
11-Jul-18,1317.55,1342.10,1291.35,1320.45,5949916,7837362262
12-Jul-18,1326.10,1327.10,1284.45,1294.35,6636120,8621906526
13-Jul-18,1315.00,1331.60,1298.35,1317.40,9748079,12822503746
16-Jul-18,1317.40,1384.40,1287.70,1332.85,17672340,23785647476
17-Jul-18,1329.70,1349.50,1312.70,1327.90,5580845,7439721782
18-Jul-18,1339.80,1343.40,1314.00,1322.55,3459508,4584405277
19-Jul-18,1323.00,1331.90,1309.10,1316.70,2559432,3373347801
20-Jul-18,1326.00,1367.15,1321.30,1348.10,5852869,7913782037
23-Jul-18,1352.15,1368.00,1336.25,1355.95,3837851,5181886478
24-Jul-18,1374.40,1382.40,1356.00,1377.15,3086123,4224648379
25-Jul-18,1379.00,1393.80,1365.45,1383.75,3468461,4797085714
26-Jul-18,1378.55,1390.40,1369.20,1373.25,3681109,5070228477
27-Jul-18,1373.20,1389.00,1368.30,1373.45,3246616,4470848815
30-Jul-18,1370.00,1373.00,1348.00,1351.00,3204985,4348358645
31-Jul-18,1348.55,1370.00,1335.55,1365.10,3971998,5367357705
01-Aug-18,1363.80,1368.45,1351.00,1354.05,2337853,3169781273
02-Aug-18,1359.60,1366.75,1350.15,1353.65,2970371,4031719297
03-Aug-18,1366.20,1366.20,1356.00,1364.10,1985195,2702515816
06-Aug-18,1366.05,1375.00,1347.50,1360.65,3089465,4197345187
07-Aug-18,1374.00,1379.95,1360.65,1367.95,3675764,5022426261
08-Aug-18,1371.80,1372.50,1353.30,1362.75,1996179,2719109393
09-Aug-18,1373.65,1389.45,1373.65,1379.95,3204762,4427681633
10-Aug-18,1385.80,1389.00,1373.05,1385.45,2389760,3299401064
13-Aug-18,1390.00,1409.85,1378.70,1408.75,4989873,6991140982
14-Aug-18,1413.95,1424.55,1404.00,1408.30,3075660,4350014453
16-Aug-18,1414.95,1434.90,1411.25,1429.55,3313387,4727597210
17-Aug-18,1430.90,1437.65,1423.00,1430.35,3195204,4571856691
20-Aug-18,1388.00,1407.95,1373.50,1384.25,8050938,11183093868
21-Aug-18,1390.00,1396.00,1373.75,1383.95,4180741,5774338650
23-Aug-18,1393.00,1401.50,1385.35,1397.40,3858591,5374993201
24-Aug-18,1396.50,1401.90,1376.10,1378.30,3526500,4889394601
27-Aug-18,1383.00,1419.95,1381.40,1415.40,3506475,4930091751
28-Aug-18,1417.20,1438.40,1411.50,1424.70,3248445,4638524929
29-Aug-18,1433.60,1433.60,1405.15,1410.10,2823248,3989010655
30-Aug-18,1412.80,1421.55,1396.15,1416.20,5753981,8124160894
31-Aug-18,1425.10,1454.30,1421.10,1441.10,5437932,7825437138
03-Sep-18,1449.00,1467.90,1430.00,1434.25,5488164,7964966273
04-Sep-18,722.00,748.50,716.00,737.15,15370124,11359156599
05-Sep-18,741.95,744.05,725.40,729.90,8658978,6362539535
06-Sep-18,732.55,735.50,724.10,727.15,5598659,4087988682
07-Sep-18,734.35,735.15,723.80,732.80,6510605,4758936855
10-Sep-18,737.75,747.00,729.40,730.85,5629871,4145245236
11-Sep-18,735.90,744.75,732.00,734.30,6963561,5143145756
12-Sep-18,744.40,746.50,736.25,742.90,4636617,3436370099
14-Sep-18,741.90,745.00,729.05,733.70,7896514,5810118483
17-Sep-18,735.00,740.00,724.60,725.95,5427054,3966013456
18-Sep-18,730.00,730.00,717.00,719.10,7729732,5567951789
19-Sep-18,727.00,727.00,713.20,719.75,4849498,3488751299
21-Sep-18,713.85,717.40,692.00,705.30,14350769,10137378694
24-Sep-18,706.50,729.95,706.50,718.25,8637881,6232738763
25-Sep-18,718.25,736.00,717.00,726.20,9602273,6988194861
26-Sep-18,731.20,731.85,712.00,717.85,6599606,4756877824
27-Sep-18,722.00,730.80,717.45,724.80,14592616,10576733252
28-Sep-18,721.00,734.55,715.20,730.05,7490031,5452629800
01-Oct-18,737.50,754.90,733.00,746.65,8252398,6148484239
03-Oct-18,743.80,751.95,726.30,728.50,7792464,5752480100
04-Oct-18,728.50,729.75,702.50,707.20,6173037,4389159561
05-Oct-18,713.00,731.50,709.30,724.60,8543578,6130589981
08-Oct-18,725.05,728.70,709.25,714.45,7259306,5205581862
09-Oct-18,717.10,722.40,702.65,717.75,6777212,4818903577
10-Oct-18,719.90,719.90,695.40,700.45,8866251,6234700033
11-Oct-18,685.00,692.90,663.30,673.35,10985897,7427150380
12-Oct-18,676.40,684.05,661.50,678.80,8909221,6002268067
15-Oct-18,688.60,705.00,681.50,698.80,6222176,4301952211
16-Oct-18,710.00,713.90,689.40,695.25,11588963,8139197321
